Ue4^2,Chi2,Confiança Inferior,Confiança Superior,Chi2(Inferior),Chi2(Superior)
0.02076458623417987,8.886063673462859,0.01458017123384084,0.02688960649136388,9.886063673462873,9.886063673462868
0.0014939085035344222,11.607526289771904,-0.004677442821413535,0.0076078416338105515,12.60752628977192,12.607526289771908
0.02003548397007867,8.20033206514731,0.013819626602019854,0.0261924331764021,9.200332065147308,9.200332065147323
0.024633081191494013,1.2389597264344094,0.018417954958893566,0.030788938664083727,2.238959726434407,2.2389597264344068
0.017231909318041628,6.032554456669596,0.011019917191986745,0.023385555051896295,7.032554456669589,7.032554456669606
0.012617454008070518,2.723066000899207,0.006429674914380007,0.018746847176296974,3.7230660008992076,3.7230660008991974
0.023729360315075075,21.27136712466816,0.017498573837068394,0.02990124915917293,22.271367124668153,22.271367124668163
0.004996780066707405,13.394123169447436,-0.001198267922427628,0.01113441744704393,14.394123169447427,14.394123169447429
0.01702802823370427,6.900833198600727,0.010823742335198694,0.02317357532828743,7.9008331986007265,7.900833198600741
0.019616045549108847,5.812690853732602,0.013415036246611087,0.025758168969366023,6.812690853732599,6.812690853732604
0.022486492727304113,11.736162426823073,0.016273804237802867,0.028639773442001557,12.736162426823073,12.736162426823062
0.015152353893825174,11.529892726614069,0.008945376816069422,0.021301143248465,12.529892726614063,12.529892726614026
0.02053207421720239,2.70975113370224,0.014338635165078611,0.02666622474534614,3.709751133702253,3.7097511337022335
0.02462465070313796,2.7258514902769995,0.018416279242417437,0.030773582350528024,3.7258514902769977,3.7258514902769977
0.02078614524183385,16.95718592059592,0.014559196367876533,0.026954520716156682,17.957185920595933,17.957185920595904
0.015065680532179165,5.639316115694745,0.00886445720210299,0.02120830254959606,6.639316115694739,6.639316115694735
0.020566917147324545,9.532576541524284,0.014380148338225675,0.026694346627141655,10.532576541524262,10.53257654152429
0.02641702696570632,16.299304289438723,0.020183989510457315,0.032591141121366234,17.299304289438716,17.299304289438712
0.025230473058009406,14.860691340584046,0.019048892693109165,0.03135203734457531,15.860691340584038,15.86069134058408
0.02438178972604784,9.724599297585652,0.018181170803070208,0.030522638535270187,10.724599297585662,10.724599297585655
0.01666398144733835,12.393796510562561,0.010460191466789845,0.022809098886234683,13.393796510562561,13.393796510562538
0.032744940553378,14.21098288133053,0.02654831266784326,0.03888088569457436,15.210982881330516,15.210982881330507
0.021622506547672855,7.0341447628465446,0.015424899823284726,0.027760915228472818,8.034144762846529,8.034144762846543
0.013362207631216204,2.4510091010721275,0.007174089106859163,0.019491840569203552,3.4510091010721293,3.4510091010721244
0.02045230426273623,9.186952464680001,0.014242726097063537,0.026602758338525354,10.186952464680008,10.18695246468
0.013376987892504452,13.733485246308573,0.00722169111624968,0.019473157341066277,14.733485246308582,14.733485246308566
0.022460506856251405,9.081148047983808,0.016261470703525068,0.028600152432468127,10.081148047983806,10.081148047983815
0.020914018613443653,3.8652896318535523,0.014706513303016778,0.027062454250663753,4.865289631853545,4.8652896318535515
0.022502121201502,12.999002975184085,0.016284256872102085,0.028660852279802262,13.999002975184082,13.999002975184073
0.01571501717269055,8.413393745357999,0.009536825103930653,0.021834311272316415,9.413393745357991,9.413393745358004
0.024537075855238587,13.92512404056896,0.01833036014081431,0.03068421478489629,14.925124040568978,14.925124040568956
0.015594923302561955,10.240494241215595,0.009368283359555824,0.021763651834714483,11.24049424121559,11.240494241215591
0.021630792980868594,10.292255872411992,0.015428841845368317,0.02777342992508116,11.29225587241197,11.292255872411976
0.016247425443051824,5.3041285038159245,0.010068771890523279,0.022366959613072727,6.304128503815917,6.304128503815932
0.017821180408402533,6.573764525350646,0.011617241572185707,0.023966382387319598,7.573764525350622,7.5737645253506445
0.017702813141374944,4.869097198764083,0.011501644880844396,0.02384509942336669,5.869097198764084,5.869097198764076
0.01964859721237115,13.87089380727414,0.013430534695247114,0.025807928866900576,14.870893807274134,14.870893807274134
0.02270737435191023,10.088503198844526,0.01648295063526952,0.028872961682534313,11.088503198844522,11.088503198844522
0.015098314621659618,14.380961431250496,0.00888628867785402,0.021252198899136283,15.380961431250498,15.380961431250508
0.02191655189281397,4.294797099935364,0.015720204031628188,0.02805341279778425,5.294797099935365,5.294797099935374
0.019792435009625964,9.79688489547414,0.013587141804718728,0.025938842935085714,10.796884895474133,10.796884895474136
0.020219408779014188,6.370085111165641,0.014026463567524777,0.026353093156455072,7.370085111165645,7.370085111165653
0.01679293162358777,9.616326474913066,0.01056674018503222,0.02296092053498619,10.616326474913059,10.616326474913075
0.015064680788569063,9.147993378577363,0.008872954081205576,0.02119761805351848,10.147993378577342,10.147993378577372
0.014255249964206294,11.654247982970904,0.008059061826996056,0.02039312111086402,12.654247982970912,12.65424798297089
0.009784439064913034,16.59311770293853,0.0035807901238305664,0.015930273438003066,17.593117702938518,17.593117702938525
0.03022338785267158,8.998094162018468,0.023989022809526306,0.03639818326538239,9.998094162018472,9.998094162018452
0.01332861539724508,5.8125129508447895,0.007159554628147932,0.01943886065962924,6.812512950844787,6.812512950844793
0.02147953143634488,7.044657950748489,0.015275193270118876,0.027624423293744323,8.044657950748471,8.044657950748489
0.018979839739000855,25.313549995610053,0.012781998186368443,0.025118511142690012,26.313549995610067,26.313549995610067
0.022267864292664866,6.229446246791434,0.016055491098057213,0.02842106326829691,7.229446246791434,7.22944624679143
0.017837541297642177,6.380608447260746,0.01164825842067804,0.023967773232264258,7.380608447260716,7.380608447260747
0.016382906686284573,11.455202549211617,0.01018099682201528,0.02252601151364886,12.455202549211622,12.455202549211602
